text,source,datetime,location,user_id
Will recommend to others.,Email,2025-02-14 17:16:35,"Toniland, North Carolina, Oman",UID27172
Customer support was unhelpful.,Chatbot,2023-10-07 20:29:26,"East Jasminemouth, North Dakota, Maldives",UID73532
Great service!,Chatbot,2024-09-11 11:21:22,"West Nathan, Maine, Iceland",UID89806
Loved the experience.,Website,2024-04-08 07:46:23,"Erikaton, South Dakota, Oman",UID82199
Excellent customer support!,Mobile App,2024-02-10 18:04:31,"West Codyfurt, Maine, El Salvador",UID22217
Great service!,Mobile App,2024-12-08 23:07:57,"West Christopher, Texas, Cambodia",UID25396
Nothing special.,Mobile App,2025-05-07 21:09:07,"Kylefurt, Florida, Nauru",UID48254
Average experience.,Mobile App,2024-11-27 09:22:59,"West Angelicamouth, Florida, Paraguay",UID73242
Terrible experience.,Mobile App,2024-11-22 17:28:35,"Lake Ellenhaven, Mississippi, Andorra",UID82255
Very satisfied with the product.,Google,2024-03-03 11:04:11,"Henryborough, Michigan, Yemen",UID88561
Nothing special.,Phone Call,2025-01-10 21:56:46,"Leeberg, Georgia, Belarus",UID19150
Customer support was unhelpful.,Website,2024-01-11 13:43:25,"New Kellihaven, Arizona, Panama",UID76550
Very disappointed.,Website,2024-02-12 09:30:08,"New Nicholas, Hawaii, Cocos (Keeling) Islands",UID49132
No complaints.,Chatbot,2025-03-02 13:09:16,"Lake Samuel, Nebraska, Haiti",UID74178
Very satisfied with the product.,Email,2024-11-02 04:04:41,"South Cheryl, Wisconsin, San Marino",UID73483
Not worth the money.,Email,2025-01-24 14:51:25,"Youngbury, Maryland, Sudan",UID81228
Customer support was unhelpful.,Website,2025-01-25 01:28:49,"Mckeeborough, Mississippi, Philippines",UID34727
Nothing special.,Email,2024-08-11 21:08:51,"Murrayport, Wyoming, Hong Kong",UID60196
Very satisfied with the product.,Facebook,2024-06-20 10:37:10,"Burchborough, Rhode Island, Burundi",UID51704
Product matches the description.,Chatbot,2025-04-03 21:41:41,"Brettfort, Mississippi, Mexico",UID59968
Terrible experience.,Mobile App,2025-05-21 12:15:13,"Lake Meghanville, Maine, Belize",UID14852
Excellent customer support!,Email,2025-01-08 13:17:17,"West Shannon, North Carolina, Cameroon",UID53515
Very satisfied with the product.,Facebook,2025-03-02 07:35:35,"Davisbury, New Hampshire, Turks and Caicos Islands",UID78937
Very disappointed.,Chatbot,2024-02-22 08:29:51,"South Brianhaven, Mississippi, Dominica",UID28894
Terrible experience.,Facebook,2024-03-21 18:25:03,"West Jeffreymouth, Connecticut, Taiwan",UID71537
Not worth the money.,Email,2024-12-01 22:48:45,"Laceyberg, Arizona, France",UID62098
It was okay.,Phone Call,2025-05-08 09:15:48,"Hortonberg, Wisconsin, Romania",UID53065
No complaints.,Mobile App,2024-05-25 04:36:21,"Gilbertland, Alaska, Equatorial Guinea",UID51505
Product matches the description.,Phone Call,2023-11-10 07:51:18,"New Shelby, Rhode Island, Malta",UID80912
Excellent customer support!,Facebook,2024-04-19 13:48:00,"Port Keithport, Delaware, Australia",UID40771
Average experience.,Google,2023-11-28 00:35:38,"Fowlermouth, California, Bouvet Island (Bouvetoya)",UID21846
Very disappointed.,Phone Call,2025-03-06 16:44:56,"Carlsontown, South Dakota, Malawi",UID93066
It was okay.,Mobile App,2024-08-15 11:25:15,"Lake Douglas, Nevada, Afghanistan",UID31805
Average experience.,Facebook,2024-09-15 08:38:26,"Johnchester, Idaho, Papua New Guinea",UID16028
Very disappointed.,Website,2024-10-26 20:11:17,"New Theresaland, North Dakota, Mauritius",UID56984
Customer support was unhelpful.,Google,2024-06-23 21:01:59,"South Morganton, South Dakota, Iceland",UID42007
Product matches the description.,Email,2024-03-11 18:37:13,"Juliestad, California, Guatemala",UID99364
Loved the experience.,Google,2023-11-30 02:40:20,"Port Bonniemouth, Florida, Aruba",UID20350
Product matches the description.,Email,2024-02-24 11:05:22,"Lisaburgh, Wyoming, Poland",UID99539
Very satisfied with the product.,Email,2024-05-21 16:57:28,"Welchberg, California, Saint Barthelemy",UID28758
Very satisfied with the product.,Chatbot,2025-01-18 16:59:49,"Johnsonborough, Arizona, Somalia",UID43289
Not worth the money.,Chatbot,2023-10-28 18:08:47,"West Sarahhaven, Montana, Suriname",UID11231
Not worth the money.,Chatbot,2024-07-21 14:35:07,"Kingborough, Maine, Guinea-Bissau",UID81643
Great service!,Mobile App,2025-03-26 11:11:11,"Port Dianaview, Delaware, South Georgia and the South Sandwich Islands",UID55293
Average experience.,Chatbot,2024-03-07 16:08:02,"Prestonmouth, Missouri, Guadeloupe",UID65615
Average experience.,Mobile App,2023-10-18 22:17:05,"Holtstad, North Dakota, Ethiopia",UID49599
Very satisfied with the product.,Phone Call,2025-02-07 02:14:32,"Lake Rogerchester, Rhode Island, Swaziland",UID73335
Loved the experience.,Mobile App,2023-10-13 23:42:43,"Manuelland, Massachusetts, Panama",UID84963
I want a refund.,Website,2024-01-11 10:53:15,"Seanchester, Hawaii, Portugal",UID48696
Very satisfied with the product.,Website,2024-05-05 14:48:41,"Sergiostad, South Carolina, Jordan",UID11061
It was okay.,Email,2023-12-26 01:50:32,"North Emilyfurt, Mississippi, Malawi",UID75107
Terrible experience.,Email,2025-02-07 01:16:14,"North Douglas, Rhode Island, Philippines",UID56179
Loved the experience.,Email,2025-01-22 16:28:12,"Johnsonland, Kansas, Slovakia (Slovak Republic)",UID42850
Nothing special.,Chatbot,2024-10-08 22:28:01,"Michaelshire, Arizona, Netherlands Antilles",UID22735
It was okay.,Website,2023-09-23 00:03:14,"Rushstad, New Hampshire, Serbia",UID67779
Excellent customer support!,Website,2023-07-25 13:00:27,"New Michael, Massachusetts, Pakistan",UID27224
Will recommend to others.,Website,2023-12-29 06:54:47,"North Anthony, Idaho, Luxembourg",UID64460
Loved the experience.,Google,2024-07-01 23:13:51,"Mcintyreville, Kentucky, Singapore",UID80701
I want a refund.,Email,2023-12-14 23:54:44,"Lewisport, Vermont, United States Virgin Islands",UID45720
Will recommend to others.,Phone Call,2024-06-11 08:23:41,"North Derek, California, Korea",UID73156
Not worth the money.,Phone Call,2023-10-07 22:18:26,"Osbornmouth, Texas, Guatemala",UID25095
Very disappointed.,Google,2024-11-27 22:33:10,"New Amberport, Hawaii, Rwanda",UID39571
Product matches the description.,Phone Call,2024-11-27 22:59:13,"Port Michael, Iowa, British Virgin Islands",UID83048
Very disappointed.,Phone Call,2023-10-29 22:18:18,"East Kristy, Alaska, Guyana",UID61717
Will recommend to others.,Email,2024-07-30 03:28:03,"Tannerside, Florida, New Caledonia",UID26199
Not worth the money.,Chatbot,2025-04-12 15:18:28,"North Kylefort, North Dakota, Isle of Man",UID98125
I want a refund.,Mobile App,2025-01-13 06:01:33,"Morrowland, Florida, Ghana",UID93695
Very disappointed.,Chatbot,2024-10-06 17:49:07,"South Stevenhaven, Minnesota, Brunei Darussalam",UID40647
Very disappointed.,Email,2025-04-07 18:07:22,"Port Tammy, Nevada, Macao",UID83584
I want a refund.,Google,2025-05-03 04:39:59,"Port Davidberg, Maryland, Chad",UID94889
Very satisfied with the product.,Chatbot,2023-09-29 15:02:32,"Sarahbury, Minnesota, Yemen",UID49608
Product matches the description.,Facebook,2024-07-02 20:42:55,"Meghanview, Illinois, Norfolk Island",UID28320
Great service!,Website,2024-07-27 16:11:15,"Davidport, South Carolina, Marshall Islands",UID74569
Great service!,Google,2023-08-07 09:23:28,"New Shelly, Georgia, Chile",UID80457
Very satisfied with the product.,Mobile App,2024-10-19 11:25:48,"Meganshire, Arizona, Sweden",UID58629
No complaints.,Mobile App,2025-03-27 17:48:28,"North Brandonshire, Kentucky, Pakistan",UID86983
Nothing special.,Mobile App,2023-11-06 13:30:44,"Montgomerytown, New York, Tuvalu",UID95841
Very satisfied with the product.,Email,2024-09-24 22:56:38,"Dawnport, New Mexico, Ecuador",UID63492
Very disappointed.,Chatbot,2025-02-09 20:14:01,"Evansland, Vermont, Bahamas",UID58566
Very satisfied with the product.,Mobile App,2023-09-26 14:35:33,"Perrymouth, Indiana, Guam",UID40947
Very disappointed.,Chatbot,2024-09-09 00:43:35,"West Michelle, Massachusetts, Saint Martin",UID58147
Average experience.,Facebook,2025-03-25 09:48:45,"Theresaberg, Wisconsin, Heard Island and McDonald Islands",UID62184
Terrible experience.,Facebook,2024-06-29 19:41:05,"West Johnville, Louisiana, Korea",UID69600
Loved the experience.,Chatbot,2023-12-05 09:18:08,"North Brent, Missouri, Tonga",UID93819
It was okay.,Facebook,2024-09-15 19:13:35,"Wrightburgh, Massachusetts, Vietnam",UID53713
Loved the experience.,Phone Call,2024-08-17 12:37:34,"Jamesburgh, New York, Malawi",UID84000
Great service!,Phone Call,2024-05-23 09:49:26,"Kochfort, Alaska, Bermuda",UID82641
Excellent customer support!,Google,2024-03-27 06:19:30,"Levyborough, Pennsylvania, Guinea",UID40539
Terrible experience.,Phone Call,2023-07-03 14:48:46,"West Troyfort, Maine, Martinique",UID88116
Will recommend to others.,Phone Call,2023-06-02 04:11:50,"South Dennisview, Washington, Haiti",UID28964
Excellent customer support!,Website,2025-01-09 03:04:53,"Diazfurt, Arkansas, Mongolia",UID32871
Great service!,Google,2024-08-05 04:47:05,"West Angela, California, Hungary",UID11947
Terrible experience.,Email,2024-06-21 11:45:49,"Duranview, South Carolina, Pitcairn Islands",UID52437
Loved the experience.,Website,2024-09-12 10:25:45,"East Theresafurt, Mississippi, South Africa",UID16868
Very satisfied with the product.,Email,2024-02-14 04:46:03,"Kariborough, Rhode Island, Madagascar",UID24896
It was okay.,Mobile App,2024-04-02 14:09:25,"North Benjaminmouth, New Mexico, Malaysia",UID68756
I want a refund.,Email,2024-05-15 18:38:37,"New Patricia, Florida, Greece",UID24293
I want a refund.,Google,2025-05-19 05:43:51,"Franciscoport, Pennsylvania, Guadeloupe",UID90623
Excellent customer support!,Website,2024-06-23 20:47:46,"Ericksonport, New Mexico, Suriname",UID70036
It was okay.,Facebook,2023-06-08 17:53:41,"Markville, Nebraska, Mozambique",UID72781
Customer support was unhelpful.,Chatbot,2024-01-20 19:17:23,"New Thomasshire, Oregon, Denmark",UID24150
Customer support was unhelpful.,Facebook,2024-12-07 03:37:56,"New Timothyhaven, South Dakota, Saint Helena",UID20589
I want a refund.,Google,2024-09-19 04:28:19,"Hernandezbury, Arizona, Montenegro",UID18609
Will recommend to others.,Email,2024-11-20 22:24:56,"East Andrewmouth, Nebraska, Canada",UID92978
No complaints.,Chatbot,2024-04-11 13:53:37,"South Warren, South Carolina, Uruguay",UID52622
I want a refund.,Email,2024-05-27 03:07:20,"Lake Devinborough, Oklahoma, Greece",UID48652
I want a refund.,Email,2024-10-22 04:33:42,"Foxmouth, Idaho, Kuwait",UID66387
Great service!,Phone Call,2025-05-04 06:59:10,"Amyview, South Carolina, Liberia",UID95814
No complaints.,Chatbot,2023-10-23 03:49:23,"West Angela, Iowa, Western Sahara",UID38183
Customer support was unhelpful.,Google,2024-01-12 23:41:49,"Janetfort, Massachusetts, Lesotho",UID64239
Customer support was unhelpful.,Mobile App,2024-02-21 17:55:18,"Keithshire, Utah, Mauritius",UID64524
It was okay.,Website,2024-03-16 17:46:19,"Cardenasberg, Maine, Armenia",UID65936
Not worth the money.,Website,2024-01-05 05:34:39,"West Sandraview, West Virginia, Lesotho",UID30006
Product matches the description.,Facebook,2023-11-09 00:45:45,"Port Amanda, Oklahoma, Qatar",UID21957
Great service!,Mobile App,2023-12-23 19:09:02,"North Christina, Pennsylvania, Dominican Republic",UID22656
Average experience.,Phone Call,2023-12-01 03:30:17,"Lake Rebeccabury, South Dakota, Djibouti",UID27054
It was okay.,Email,2023-07-06 14:15:52,"South Markfort, Connecticut, Pitcairn Islands",UID83608
Average experience.,Chatbot,2025-01-14 11:52:48,"North Tamara, Hawaii, Ireland",UID26021
Not worth the money.,Phone Call,2024-10-14 22:33:47,"Woodsborough, Wisconsin, France",UID97207
Very disappointed.,Website,2024-01-31 06:45:33,"Debbieland, Tennessee, Montenegro",UID88696
Not worth the money.,Facebook,2023-11-23 04:39:27,"East Robertburgh, Arizona, Taiwan",UID85748
Nothing special.,Google,2024-03-30 04:16:28,"Lopezport, Arizona, Algeria",UID96079
Terrible experience.,Phone Call,2024-01-13 14:11:36,"West Justinside, North Dakota, Lithuania",UID24184
I want a refund.,Website,2025-04-16 12:45:59,"Port William, Louisiana, Congo",UID25058
I want a refund.,Google,2025-02-13 01:08:34,"West Franciscomouth, Tennessee, Equatorial Guinea",UID66244
No complaints.,Email,2024-12-04 23:24:01,"North Jill, Maine, Mongolia",UID98470
No complaints.,Facebook,2024-10-31 15:30:28,"East Cheryl, South Dakota, Ukraine",UID89822
Average experience.,Facebook,2024-04-05 18:38:52,"Robertsonland, Montana, Paraguay",UID33647
Not worth the money.,Website,2023-08-08 21:52:00,"East Thomas, Kansas, Albania",UID56009
Loved the experience.,Phone Call,2023-12-15 09:08:57,"Youngview, Michigan, Gabon",UID28776
Product matches the description.,Facebook,2024-08-21 05:36:53,"West Desireebury, Arkansas, Papua New Guinea",UID28595
It was okay.,Facebook,2023-08-26 15:37:49,"Parkerfurt, Utah, Macao",UID79531
Very satisfied with the product.,Mobile App,2025-05-12 19:42:09,"Hannahport, Mississippi, New Zealand",UID69460
Terrible experience.,Website,2023-11-14 08:41:15,"East Timothy, New Jersey, San Marino",UID50846
Average experience.,Phone Call,2024-09-08 07:33:06,"Robertside, New Mexico, Saudi Arabia",UID84395
It was okay.,Facebook,2024-07-17 07:48:55,"Port John, Wisconsin, Nauru",UID30392
Excellent customer support!,Facebook,2025-04-04 00:10:35,"New Seanstad, California, United States Virgin Islands",UID98338
Will recommend to others.,Mobile App,2024-08-07 00:37:36,"North Mariahaven, Illinois, Montenegro",UID96761
Customer support was unhelpful.,Email,2024-07-16 15:49:47,"East Mark, North Dakota, Kenya",UID67939
Not worth the money.,Google,2023-08-25 02:37:49,"Lake Brandy, Colorado, United Arab Emirates",UID77154
Will recommend to others.,Mobile App,2024-06-26 05:50:44,"Stokesmouth, Florida, Malawi",UID24534
I want a refund.,Mobile App,2024-04-13 11:50:05,"Elliottside, New Jersey, Peru",UID79066
Average experience.,Facebook,2025-02-11 13:45:06,"Jenniferfurt, Kentucky, Svalbard & Jan Mayen Islands",UID38903
I want a refund.,Facebook,2023-05-29 03:58:18,"New Charles, Nevada, Guatemala",UID11007
Will recommend to others.,Google,2024-11-20 19:52:47,"New Virginialand, New Mexico, Antigua and Barbuda",UID27987
Not worth the money.,Website,2024-01-04 19:31:05,"Whiteberg, Wyoming, Norway",UID25726
Very satisfied with the product.,Chatbot,2024-12-13 06:42:03,"Brooksfurt, New Hampshire, Trinidad and Tobago",UID66446
Loved the experience.,Mobile App,2025-05-08 04:01:24,"Bennettside, Florida, Palau",UID79806
Nothing special.,Email,2025-03-25 00:39:49,"Davidside, Montana, Malta",UID83233
Average experience.,Facebook,2023-09-02 17:40:52,"Port Adam, Alaska, French Southern Territories",UID62044
It was okay.,Mobile App,2024-05-20 10:46:39,"Patelbury, Kansas, Kuwait",UID12456
Very disappointed.,Phone Call,2024-02-19 16:38:40,"West Jacob, Washington, Serbia",UID51033
Product matches the description.,Email,2023-08-22 11:20:09,"Port Donnatown, Kansas, Costa Rica",UID63008
Product matches the description.,Website,2023-07-18 02:09:10,"New Arthurton, Kansas, Saint Vincent and the Grenadines",UID25096
Very disappointed.,Website,2023-06-30 04:23:30,"Gonzalesside, Indiana, Saudi Arabia",UID32527
Product matches the description.,Phone Call,2025-03-27 16:51:29,"East Williamport, Iowa, Suriname",UID57428
Very satisfied with the product.,Phone Call,2025-05-07 14:38:17,"Barbaramouth, Kansas, Gabon",UID23875
Very satisfied with the product.,Email,2025-04-06 10:23:54,"Lake Adriana, Nebraska, French Southern Territories",UID62487
It was okay.,Mobile App,2023-12-26 13:00:01,"New Stacyburgh, South Dakota, Philippines",UID50668
Average experience.,Google,2024-04-22 15:21:19,"Williamsstad, Tennessee, Paraguay",UID53655
Great service!,Email,2024-03-17 20:59:48,"Heatherchester, Georgia, French Southern Territories",UID92998
Excellent customer support!,Email,2024-03-14 05:29:09,"Port Amanda, Kansas, Thailand",UID35415
Not worth the money.,Chatbot,2023-11-17 20:29:10,"Meredithberg, New Jersey, United States Virgin Islands",UID94599
Loved the experience.,Facebook,2023-07-10 13:56:50,"Faulknerside, North Dakota, Burkina Faso",UID29194
Terrible experience.,Google,2024-03-23 12:24:55,"West James, Tennessee, Belgium",UID88957
Great service!,Google,2025-05-12 03:18:00,"Booneland, Ohio, Saint Kitts and Nevis",UID92306
Customer support was unhelpful.,Phone Call,2025-03-01 01:00:47,"North Joseph, Utah, Netherlands Antilles",UID83889
Product matches the description.,Chatbot,2024-09-06 03:02:27,"Port Charlesshire, Washington, Paraguay",UID83989
No complaints.,Website,2024-08-02 21:29:14,"South Jason, Michigan, Gabon",UID92210
Terrible experience.,Mobile App,2025-05-01 20:38:19,"East Sharonville, West Virginia, Saudi Arabia",UID18950
Customer support was unhelpful.,Chatbot,2024-06-01 19:29:29,"Lake Cassandra, Indiana, Indonesia",UID49691
I want a refund.,Facebook,2025-05-06 14:57:11,"New Marc, Maine, Hong Kong",UID56129
It was okay.,Website,2024-05-22 23:17:52,"Kylestad, North Carolina, Turkmenistan",UID70521
Very disappointed.,Facebook,2024-06-16 01:40:48,"Garciafort, Wisconsin, Taiwan",UID58331
Very disappointed.,Chatbot,2024-01-30 13:20:25,"West Lawrence, Arizona, Monaco",UID21835
No complaints.,Email,2025-03-27 23:28:06,"Lake Dustin, Kentucky, Mexico",UID60394
I want a refund.,Email,2025-05-21 20:54:58,"Phillipsborough, Michigan, Denmark",UID15376
I want a refund.,Chatbot,2024-03-16 20:29:09,"South Andrea, Utah, Guadeloupe",UID34672
I want a refund.,Mobile App,2023-12-12 16:40:40,"Levyfort, New Jersey, Chile",UID75715
Great service!,Mobile App,2024-12-15 23:37:26,"Garyside, New York, Colombia",UID23566
Very disappointed.,Email,2025-05-08 00:00:10,"New Arthurland, Texas, Australia",UID94689
Great service!,Google,2025-01-09 12:04:05,"South Derrickbury, California, Russian Federation",UID67377
I want a refund.,Email,2023-09-21 03:09:22,"East Williamstad, Arkansas, Nicaragua",UID89928
Will recommend to others.,Website,2024-10-03 03:52:55,"Hopkinstown, Alabama, Marshall Islands",UID47079
Customer support was unhelpful.,Phone Call,2024-07-28 07:08:26,"Smithhaven, Washington, Falkland Islands (Malvinas)",UID54350
No complaints.,Facebook,2024-07-15 22:38:29,"Andrechester, Idaho, Botswana",UID92691
Average experience.,Facebook,2025-05-08 21:25:49,"New Eduardoborough, South Carolina, Mali",UID53213
Excellent customer support!,Chatbot,2023-12-08 21:10:32,"Josephfurt, Colorado, Holy See (Vatican City State)",UID60667
